customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
Willetta Fairest,Negative,,10/27/2020,Billing Question,Houston,Texas,Call-Center,Within SLA,22,Los Angeles/CA
Glory Murcutt,Very Negative,,10/25/2020,Billing Question,Tampa,Florida,Email,Within SLA,22,Los Angeles/CA
Doralyn Remington,Neutral,,10-03-2020,Service Outage,San Diego,California,Chatbot,Above SLA,15,Chicago/IL
Laney Dimock,Negative,,10/29/2020,Billing Question,Dayton,Ohio,Chatbot,Above SLA,31,Chicago/IL
Joli Kitcat,Positive,,10-07-2020,Billing Question,Salt Lake City,Utah,Chatbot,Within SLA,20,Los Angeles/CA
Inger Craigg,Positive,,10/20/2020,Billing Question,Nashville,Tennessee,Email,Below SLA,5,Chicago/IL
Rosemaria Trehearne,Positive,8,10/15/2020,Billing Question,Kansas City,Missouri,Chatbot,Above SLA,9,Baltimore/MD
Evonne Gammett,Positive,7,10/15/2020,Payments,Gulfport,Mississippi,Call-Center,Within SLA,39,Baltimore/MD
Ray Longrigg,Positive,,10/13/2020,Billing Question,Fort Worth,Texas,Web,Within SLA,28,Los Angeles/CA
Forest Cobby,Negative,,10/13/2020,Billing Question,Lehigh Acres,Florida,Web,Within SLA,29,Baltimore/MD
Milly Treadgold,Negative,6,10/14/2020,Billing Question,Juneau,Alaska,Email,Below SLA,11,Baltimore/MD
Melinda Wearden,Negative,,10/18/2020,Service Outage,Long Beach,California,Email,Within SLA,38,Denver/CO
Mathew Raspison,Very Positive,,10/23/2020,Billing Question,Saint Petersburg,Florida,Email,Within SLA,27,Los Angeles/CA
Genia Garrit,Neutral,5,10/16/2020,Service Outage,Saint Paul,Minnesota,Chatbot,Within SLA,5,Baltimore/MD
Beitris Antonat,Neutral,,10/18/2020,Billing Question,Lakeland,Florida,Call-Center,Within SLA,32,Denver/CO
Sapphire Trout,Negative,,10/25/2020,Billing Question,Chicago,Illinois,Email,Above SLA,31,Baltimore/MD
Harriet McClaurie,Negative,,10-04-2020,Billing Question,Washington,District of Columbia,Chatbot,Below SLA,22,Baltimore/MD
Roselle Troni,Positive,,10/17/2020,Billing Question,Monticello,Minnesota,Call-Center,Within SLA,36,Baltimore/MD
Jyoti Spridgen,Neutral,8,10/21/2020,Billing Question,High Point,North Carolina,Web,Within SLA,12,Denver/CO
Adrianna Fishpoole,Positive,,10/28/2020,Billing Question,Midland,Texas,Web,Above SLA,19,Los Angeles/CA
Wenonah Guitel,Very Negative,1,10-08-2020,Billing Question,Washington,District of Columbia,Call-Center,Below SLA,10,Los Angeles/CA
Ignaz Burrage,Very Positive,,10/25/2020,Billing Question,Pueblo,Colorado,Chatbot,Below SLA,25,Denver/CO
Elroy Galbraeth,Neutral,,10-11-2020,Billing Question,Corpus Christi,Texas,Call-Center,Below SLA,35,Chicago/IL
Erich Forman,Very Negative,3,10-05-2020,Billing Question,New York City,New York,Call-Center,Within SLA,30,Chicago/IL
Udell Banasevich,Positive,,10-08-2020,Billing Question,El Paso,Texas,Web,Within SLA,43,Los Angeles/CA
Charil Murrison,Positive,,10-10-2020,Billing Question,Lansing,Michigan,Chatbot,Within SLA,40,Baltimore/MD
Bev Simonds,Very Positive,,10/13/2020,Billing Question,Spring Hill,Florida,Call-Center,Within SLA,20,Los Angeles/CA
Bevon Aizikowitz,Neutral,7,10/15/2020,Billing Question,Newark,New Jersey,Web,Within SLA,10,Denver/CO
Auroora Burry,Very Positive,,10/27/2020,Billing Question,Charlotte,North Carolina,Web,Below SLA,12,Denver/CO
Keven Klaassens,Very Negative,3,10/18/2020,Service Outage,Pensacola,Florida,Web,Above SLA,39,Baltimore/MD
Emylee Sowten,Neutral,,10/26/2020,Billing Question,Washington,District of Columbia,Web,Below SLA,14,Los Angeles/CA
Erasmus Cirlos,Neutral,,10/18/2020,Billing Question,Boise,Idaho,Chatbot,Within SLA,43,Baltimore/MD
Casandra Schusterl,Neutral,,10-03-2020,Billing Question,Fort Lauderdale,Florida,Call-Center,Within SLA,13,Denver/CO
Uriel Borges,Negative,,10/14/2020,Billing Question,Irvine,California,Call-Center,Below SLA,9,Baltimore/MD
Mose Leggat,Very Negative,2,10-06-2020,Payments,Colorado Springs,Colorado,Call-Center,Within SLA,33,Baltimore/MD
Jemie Ellery,Negative,5,10-08-2020,Payments,Los Angeles,California,Call-Center,Within SLA,18,Denver/CO
Alaine Fockes,Positive,,10-07-2020,Billing Question,Springfield,Missouri,Call-Center,Below SLA,6,Baltimore/MD
Dominick Caile,Very Negative,,10-01-2020,Billing Question,Killeen,Texas,Call-Center,Within SLA,18,Baltimore/MD
Abrahan Sansum,Positive,7,10/13/2020,Billing Question,Birmingham,Alabama,Email,Within SLA,40,Los Angeles/CA
Chet Jamot,Negative,,10/22/2020,Billing Question,Minneapolis,Minnesota,Chatbot,Within SLA,23,Denver/CO
Quinlan Karpychev,Positive,,10-05-2020,Billing Question,Portsmouth,Virginia,Web,Below SLA,12,Denver/CO
Barrett Riccione,Very Positive,10,10/17/2020,Payments,Worcester,Massachusetts,Call-Center,Within SLA,25,Baltimore/MD
Bonita Kleinsmuntz,Negative,,10-04-2020,Billing Question,Long Beach,California,Email,Within SLA,31,Baltimore/MD
Bary Scruton,Negative,,10/14/2020,Billing Question,Spokane,Washington,Email,Within SLA,19,Los Angeles/CA
Marijn Kenner,Very Negative,,10/27/2020,Billing Question,Alexandria,Virginia,Web,Within SLA,8,Baltimore/MD
Grethel Charlot,Negative,,10-12-2020,Billing Question,Nashville,Tennessee,Call-Center,Within SLA,10,Baltimore/MD
Brennan Brigman,Negative,,10-04-2020,Payments,Las Vegas,Nevada,Call-Center,Within SLA,28,Denver/CO
Clara Budget,Negative,,10-03-2020,Service Outage,New Orleans,Louisiana,Chatbot,Within SLA,42,Chicago/IL
Catherine Sheard,Neutral,,10/17/2020,Billing Question,Abilene,Texas,Web,Below SLA,25,Denver/CO
Elston Peatt,Neutral,6,10/21/2020,Billing Question,Newport Beach,California,Email,Within SLA,23,Los Angeles/CA
Felipa Bunning,Very Negative,2,10-06-2020,Billing Question,Reading,Pennsylvania,Chatbot,Below SLA,9,Chicago/IL
Kennett Heaton,Very Negative,,10/27/2020,Billing Question,Charleston,West Virginia,Call-Center,Within SLA,32,Los Angeles/CA
Theodora Andreuzzi,Negative,,10/29/2020,Payments,Orange,California,Call-Center,Within SLA,29,Baltimore/MD
Eirena Stanworth,Very Positive,10,10-04-2020,Payments,Phoenix,Arizona,Call-Center,Within SLA,15,Los Angeles/CA
Chaim Gorse,Very Negative,3,10-04-2020,Service Outage,Buffalo,New York,Web,Within SLA,26,Chicago/IL
Gino Fowgies,Positive,,10-12-2020,Billing Question,Sioux Falls,South Dakota,Chatbot,Within SLA,26,Los Angeles/CA
Karim Doughty,Very Negative,,10-10-2020,Billing Question,North Hollywood,California,Chatbot,Within SLA,44,Baltimore/MD
Estel Wheadon,Very Negative,,10/28/2020,Payments,Pasadena,Texas,Call-Center,Above SLA,37,Los Angeles/CA
Corina Jacketts,Very Positive,10,10/17/2020,Service Outage,Flint,Michigan,Chatbot,Within SLA,21,Baltimore/MD
Hertha Standage,Negative,,10-01-2020,Payments,Arlington,Virginia,Call-Center,Within SLA,43,Baltimore/MD
Rennie Sprigin,Neutral,,10/18/2020,Billing Question,Birmingham,Alabama,Email,Within SLA,40,Baltimore/MD
Clair Whatmough,Neutral,7,10-06-2020,Payments,Raleigh,North Carolina,Call-Center,Below SLA,5,Baltimore/MD
Hayes Giacobelli,Negative,,10/26/2020,Billing Question,Sioux City,Iowa,Email,Within SLA,18,Los Angeles/CA
Grant Barrott,Very Negative,4,10/29/2020,Service Outage,Charlotte,North Carolina,Email,Below SLA,23,Baltimore/MD
Ellette Rounsefell,Neutral,,10-05-2020,Billing Question,Spartanburg,South Carolina,Chatbot,Above SLA,26,Baltimore/MD
Hugo Duerdin,Negative,,10/28/2020,Billing Question,Boston,Massachusetts,Call-Center,Below SLA,26,Los Angeles/CA
Kiersten Churms,Positive,8,10/14/2020,Billing Question,Boca Raton,Florida,Web,Below SLA,18,Baltimore/MD
Jessee Faulkener,Positive,8,10/14/2020,Billing Question,Baton Rouge,Louisiana,Web,Within SLA,44,Los Angeles/CA
Myles Reah,Neutral,,10/24/2020,Billing Question,Stamford,Connecticut,Web,Below SLA,26,Los Angeles/CA
Gaspard Juschka,Negative,,10/23/2020,Billing Question,Dayton,Ohio,Email,Below SLA,28,Los Angeles/CA
Jilleen Cagan,Negative,,10/18/2020,Service Outage,Miami,Florida,Chatbot,Within SLA,17,Baltimore/MD
Yuri Wrathall,Very Negative,2,10-10-2020,Billing Question,New Orleans,Louisiana,Chatbot,Within SLA,29,Baltimore/MD
Ximenez Colbran,Neutral,,10/27/2020,Payments,Louisville,Kentucky,Call-Center,Within SLA,25,Baltimore/MD
Bartolemo Moorey,Very Negative,,10/24/2020,Payments,Austin,Texas,Call-Center,Within SLA,6,Chicago/IL
Cos O'Dowling,Very Positive,9,10/23/2020,Billing Question,Baltimore,Maryland,Chatbot,Within SLA,23,Chicago/IL
Schuyler Purle,Very Negative,3,10/21/2020,Billing Question,Tacoma,Washington,Web,Within SLA,11,Chicago/IL
Moises Skeermor,Positive,,10/29/2020,Billing Question,Grand Rapids,Michigan,Call-Center,Within SLA,40,Los Angeles/CA
Noelyn Musk,Very Negative,,10-11-2020,Service Outage,Tyler,Texas,Chatbot,Within SLA,6,Los Angeles/CA
Missie Mateiko,Positive,,10/13/2020,Billing Question,New York City,New York,Email,Below SLA,21,Los Angeles/CA
Ferdinand Gymlett,Negative,,10/16/2020,Billing Question,Philadelphia,Pennsylvania,Web,Below SLA,41,Los Angeles/CA
Carmelina Lunck,Very Negative,2,10/24/2020,Service Outage,Chattanooga,Tennessee,Chatbot,Below SLA,8,Denver/CO
Ame Linsley,Very Negative,,10-11-2020,Billing Question,Sioux Falls,South Dakota,Chatbot,Within SLA,40,Chicago/IL
Kin Sollime,Very Negative,,10/21/2020,Billing Question,Arlington,Texas,Call-Center,Below SLA,21,Chicago/IL
Annnora Cahey,Very Negative,,10/25/2020,Billing Question,Washington,District of Columbia,Call-Center,Above SLA,6,Baltimore/MD
Erskine Cowell,Very Negative,2,10/21/2020,Billing Question,Austin,Texas,Email,Below SLA,25,Baltimore/MD
Meris Dinse,Very Positive,10,10/25/2020,Billing Question,Oklahoma City,Oklahoma,Email,Within SLA,22,Baltimore/MD
Cece Titmuss,Negative,,10/28/2020,Billing Question,Huntsville,Alabama,Call-Center,Below SLA,12,Los Angeles/CA
Thatch Brindley,Very Positive,,10-07-2020,Billing Question,Portsmouth,New Hampshire,Web,Within SLA,12,Los Angeles/CA
Beverlee Keyzor,Negative,,10-02-2020,Billing Question,Burbank,California,Call-Center,Below SLA,14,Chicago/IL
Patten Shilleto,Very Positive,,10/24/2020,Service Outage,Phoenix,Arizona,Email,Within SLA,44,Los Angeles/CA
Steven Josephi,Very Negative,,10/30/2020,Billing Question,Raleigh,North Carolina,Email,Within SLA,40,Los Angeles/CA
James Picker,Negative,5,10-04-2020,Billing Question,Chicago,Illinois,Email,Below SLA,37,Baltimore/MD
Rhodie Adelman,Positive,,10-02-2020,Billing Question,Macon,Georgia,Email,Within SLA,43,Los Angeles/CA
Adolpho McElrea,Negative,5,10-10-2020,Billing Question,Boise,Idaho,Call-Center,Within SLA,38,Los Angeles/CA
Hugibert Parell,Neutral,,10/16/2020,Payments,Honolulu,Hawaii,Call-Center,Within SLA,29,Los Angeles/CA
Shanon Putson,Negative,,10/15/2020,Payments,Saint Petersburg,Florida,Call-Center,Within SLA,37,Baltimore/MD
Brier Warrington,Negative,,10/20/2020,Billing Question,Portland,Oregon,Chatbot,Below SLA,24,Denver/CO
Fonzie Carrell,Negative,,10-09-2020,Payments,San Diego,California,Call-Center,Within SLA,43,Los Angeles/CA
Beau Isaksen,Neutral,,10/23/2020,Billing Question,Henderson,Nevada,Call-Center,Above SLA,17,Chicago/IL
Isidor Tulk,Neutral,,10/15/2020,Billing Question,Fresno,California,Chatbot,Above SLA,19,Denver/CO
Cass Christescu,Positive,,10/19/2020,Billing Question,San Antonio,Texas,Chatbot,Within SLA,36,Los Angeles/CA
Wynnie Salway,Very Positive,,10/23/2020,Billing Question,Washington,District of Columbia,Email,Below SLA,28,Los Angeles/CA
Ethelin Robeson,Very Negative,3,10/26/2020,Billing Question,Pittsburgh,Pennsylvania,Call-Center,Within SLA,41,Los Angeles/CA
Westbrooke Cropton,Neutral,7,10/23/2020,Billing Question,Birmingham,Alabama,Call-Center,Above SLA,31,Baltimore/MD
Adelheid Lau,Very Negative,2,10-05-2020,Billing Question,Boston,Massachusetts,Chatbot,Above SLA,20,Baltimore/MD
Maurise Gamil,Negative,,10-10-2020,Billing Question,Orlando,Florida,Chatbot,Within SLA,14,Baltimore/MD
Birgitta Stille,Positive,,10-07-2020,Billing Question,Hot Springs National Park,Arkansas,Call-Center,Within SLA,23,Los Angeles/CA
Swen McMorland,Neutral,6,10/13/2020,Service Outage,Santa Cruz,California,Chatbot,Within SLA,45,Los Angeles/CA
Terry Merton,Negative,,10/18/2020,Billing Question,Indianapolis,Indiana,Call-Center,Below SLA,11,Los Angeles/CA
Hector Shingfield,Neutral,6,10-02-2020,Billing Question,Montgomery,Alabama,Web,Within SLA,43,Baltimore/MD
Yevette Fendley,Neutral,7,10/20/2020,Service Outage,Waco,Texas,Chatbot,Within SLA,32,Los Angeles/CA
Maddy Ackenson,Very Negative,,10/21/2020,Billing Question,Greensboro,North Carolina,Email,Within SLA,9,Los Angeles/CA
Godfry Infantino,Negative,4,10/22/2020,Billing Question,Englewood,Colorado,Email,Within SLA,31,Los Angeles/CA
Corrie Khosa,Positive,,10/17/2020,Payments,Washington,District of Columbia,Call-Center,Within SLA,18,Baltimore/MD
Zora Kemmons,Negative,5,10/27/2020,Billing Question,Dallas,Texas,Chatbot,Below SLA,39,Los Angeles/CA
Kellia Elsmor,Neutral,,10-04-2020,Billing Question,Toledo,Ohio,Chatbot,Within SLA,14,Los Angeles/CA
Kirstyn Bevens,Negative,6,10/20/2020,Payments,Topeka,Kansas,Call-Center,Below SLA,5,Los Angeles/CA
Eugene Greder,Very Positive,,10-05-2020,Billing Question,Daytona Beach,Florida,Web,Within SLA,30,Los Angeles/CA
Nicola Seargeant,Very Negative,,10/22/2020,Billing Question,Tyler,Texas,Email,Within SLA,41,Baltimore/MD
Aldric Lannen,Neutral,,10/30/2020,Billing Question,Miami,Florida,Email,Within SLA,28,Baltimore/MD
Sunny Blaszkiewicz,Negative,5,10/16/2020,Service Outage,Reading,Pennsylvania,Chatbot,Below SLA,9,Los Angeles/CA
Sigvard Kertess,Neutral,,10-10-2020,Billing Question,Washington,District of Columbia,Web,Within SLA,30,Chicago/IL
Nicolle Bryden,Negative,,10/13/2020,Payments,Rochester,New York,Call-Center,Below SLA,7,Baltimore/MD
Shirl Pincott,Negative,,10/14/2020,Billing Question,Charleston,West Virginia,Chatbot,Within SLA,37,Los Angeles/CA
Winthrop Quartermaine,Negative,,10-04-2020,Billing Question,Rochester,New York,Call-Center,Within SLA,26,Los Angeles/CA
Tymon Christensen,Neutral,,10/29/2020,Billing Question,New Orleans,Louisiana,Call-Center,Within SLA,39,Los Angeles/CA
Freddie Dinis,Negative,4,10/30/2020,Billing Question,South Bend,Indiana,Web,Below SLA,31,Baltimore/MD
Nealy Kiddell,Negative,,10/26/2020,Billing Question,Pittsburgh,Pennsylvania,Chatbot,Within SLA,38,Baltimore/MD
Kermy Palfreeman,Negative,,10-12-2020,Billing Question,Norwalk,Connecticut,Chatbot,Within SLA,39,Los Angeles/CA
Shalom Pitford,Negative,,10/19/2020,Billing Question,White Plains,New York,Call-Center,Below SLA,21,Chicago/IL
Forster Boreham,Very Negative,,10/15/2020,Payments,Winston Salem,North Carolina,Call-Center,Below SLA,24,Chicago/IL
Wilden Rosa,Neutral,6,10/30/2020,Billing Question,Monroe,Louisiana,Email,Within SLA,22,Los Angeles/CA
Jessee Kerfod,Neutral,,10-07-2020,Billing Question,Las Vegas,Nevada,Chatbot,Within SLA,19,Los Angeles/CA
Iago Hawthorn,Negative,6,10-02-2020,Billing Question,Provo,Utah,Call-Center,Within SLA,27,Baltimore/MD
Tarrah Killford,Negative,6,10-04-2020,Billing Question,Newport News,Virginia,Call-Center,Within SLA,39,Los Angeles/CA
Leonhard Maris,Very Positive,10,10-07-2020,Payments,Provo,Utah,Call-Center,Within SLA,30,Chicago/IL
Giffer Gallacher,Very Positive,,10-06-2020,Billing Question,Spartanburg,South Carolina,Call-Center,Below SLA,24,Chicago/IL
Renie Smeeth,Positive,,10/17/2020,Billing Question,Chicago,Illinois,Call-Center,Within SLA,21,Los Angeles/CA
Noell Gorst,Very Negative,,10-08-2020,Service Outage,Waterbury,Connecticut,Chatbot,Within SLA,25,Denver/CO
Stillman Clooney,Negative,,10-12-2020,Billing Question,Arlington,Virginia,Call-Center,Within SLA,44,Baltimore/MD
Brant Paty,Negative,,10/26/2020,Billing Question,Huntington,West Virginia,Web,Within SLA,43,Los Angeles/CA
Tori Gertray,Negative,5,10-07-2020,Service Outage,Sarasota,Florida,Email,Within SLA,39,Chicago/IL
Wendi Hobble,Negative,,10-03-2020,Service Outage,Jamaica,New York,Email,Above SLA,33,Chicago/IL
Janot Leebetter,Neutral,5,10-08-2020,Billing Question,Saint Louis,Missouri,Call-Center,Within SLA,9,Baltimore/MD
Felizio Rappoport,Neutral,5,10/21/2020,Service Outage,San Antonio,Texas,Chatbot,Within SLA,13,Baltimore/MD
Salli Seson,Positive,,10-05-2020,Billing Question,Chicago,Illinois,Chatbot,Within SLA,39,Los Angeles/CA
Marcella Pollett,Positive,,10-03-2020,Billing Question,Saint Louis,Missouri,Email,Below SLA,45,Baltimore/MD
Clayson Assinder,Neutral,,10/14/2020,Billing Question,Mc Keesport,Pennsylvania,Call-Center,Within SLA,27,Los Angeles/CA
Ewell Antcliffe,Neutral,,10-02-2020,Service Outage,West Palm Beach,Florida,Chatbot,Within SLA,19,Los Angeles/CA
Sherye Mackieson,Very Negative,,10-08-2020,Billing Question,Monroe,Louisiana,Call-Center,Below SLA,35,Chicago/IL
Saxe Lissandrini,Neutral,,10/15/2020,Billing Question,Garden Grove,California,Call-Center,Below SLA,24,Los Angeles/CA
Ferd Frankcombe,Very Positive,,10/29/2020,Billing Question,Little Rock,Arkansas,Email,Below SLA,11,Chicago/IL
Aland Antosik,Very Negative,4,10-05-2020,Payments,Birmingham,Alabama,Call-Center,Within SLA,41,Denver/CO
Gussi Archard,Very Positive,,10-03-2020,Billing Question,San Antonio,Texas,Email,Above SLA,31,Baltimore/MD
Trisha Lemery,Very Positive,,10-02-2020,Payments,Hartford,Connecticut,Call-Center,Above SLA,13,Denver/CO
Brigid Ollerhead,Neutral,,10/24/2020,Billing Question,Naples,Florida,Email,Below SLA,13,Los Angeles/CA
Farand Dillicate,Negative,,10-03-2020,Billing Question,Austin,Texas,Email,Above SLA,12,Los Angeles/CA
Finlay Jerram,Neutral,,10/18/2020,Billing Question,Dayton,Ohio,Web,Within SLA,29,Baltimore/MD
Nathalia Atthow,Very Negative,,10/17/2020,Billing Question,Fayetteville,North Carolina,Email,Within SLA,30,Los Angeles/CA
Merrily Skivington,Negative,,10/19/2020,Billing Question,Charlotte,North Carolina,Web,Within SLA,30,Chicago/IL
Twyla Glozman,Neutral,,10/27/2020,Service Outage,Cleveland,Ohio,Chatbot,Within SLA,6,Baltimore/MD
Albert Drew-Clifton,Neutral,7,10/26/2020,Payments,Dallas,Texas,Call-Center,Below SLA,7,Baltimore/MD
Anthiathia Grocutt,Neutral,,10/25/2020,Billing Question,Miami,Florida,Call-Center,Within SLA,7,Chicago/IL
Marcela Juliano,Positive,,10/13/2020,Service Outage,Tacoma,Washington,Chatbot,Within SLA,27,Los Angeles/CA
Novelia Cotsford,Negative,,10/29/2020,Billing Question,Raleigh,North Carolina,Chatbot,Within SLA,25,Chicago/IL
Iver Selwin,Negative,,10/30/2020,Billing Question,Knoxville,Tennessee,Chatbot,Within SLA,34,Baltimore/MD
Sergio Morrow,Neutral,,10/19/2020,Billing Question,Springfield,Missouri,Email,Within SLA,44,Los Angeles/CA
Biddie Gorcke,Very Negative,,10/25/2020,Billing Question,Grand Rapids,Michigan,Chatbot,Within SLA,8,Chicago/IL
Roby Chater,Negative,5,10-12-2020,Billing Question,Lubbock,Texas,Chatbot,Within SLA,30,Baltimore/MD
Miguela Martynov,Neutral,8,10/23/2020,Service Outage,New York City,New York,Email,Below SLA,12,Los Angeles/CA
Nikita Bromehead,Positive,9,10/21/2020,Billing Question,Jacksonville,Florida,Email,Within SLA,23,Los Angeles/CA
Millisent Wibrow,Negative,5,10-06-2020,Service Outage,El Paso,Texas,Chatbot,Above SLA,45,Los Angeles/CA
Jodie Menichelli,Negative,5,10-07-2020,Billing Question,Charlotte,North Carolina,Web,Below SLA,13,Los Angeles/CA
Ephrem Aronowitz,Very Negative,2,10/24/2020,Billing Question,Northridge,California,Chatbot,Within SLA,8,Chicago/IL
Burgess Youings,Neutral,,10/23/2020,Billing Question,Tampa,Florida,Web,Within SLA,13,Los Angeles/CA
Ring Cotsford,Negative,3,10/24/2020,Billing Question,Erie,Pennsylvania,Web,Within SLA,44,Baltimore/MD
Bartholomew Baiden,Negative,6,10-08-2020,Billing Question,Houston,Texas,Email,Below SLA,6,Baltimore/MD
Benedikt Storks,Neutral,,10/17/2020,Payments,Pueblo,Colorado,Call-Center,Below SLA,42,Chicago/IL
Susanna Cressor,Very Negative,4,10-09-2020,Billing Question,Columbus,Ohio,Call-Center,Within SLA,7,Chicago/IL
Agosto Daily,Neutral,,10/29/2020,Billing Question,Pompano Beach,Florida,Email,Below SLA,20,Chicago/IL
Kristen Perchard,Very Negative,,10/19/2020,Billing Question,Portland,Oregon,Chatbot,Within SLA,28,Baltimore/MD
Doloritas Donnett,Negative,,10-06-2020,Billing Question,Prescott,Arizona,Web,Within SLA,32,Los Angeles/CA
Gearard Schindler,Neutral,,10/13/2020,Billing Question,Pueblo,Colorado,Chatbot,Within SLA,45,Los Angeles/CA
Janela Bohea,Negative,,10-10-2020,Billing Question,El Paso,Texas,Email,Below SLA,36,Baltimore/MD
